round,event,driver,team,quali_pts,quali_position,race_grid,race_finish,race_finish_pts,race_pos_change,race_overtakes,race_fl_pts,race_penalty,race_total,sprint_grid,sprint_finish,sprint_finish_pts,sprint_pos_change,sprint_overtakes,sprint_fl_pts,sprint_penalty,sprint_total,is_dnf,total_pts
1,Australian Grand Prix,BOR,Kick Sauber,0,15.0,15.0,16.0,0,0,0,0,-10,-10,,,,,,,,,True,-10
1,Australian Grand Prix,GAS,Alpine,2,9.0,9.0,11.0,0,-2,1,0,0,-1,,,,,,,,,False,1
1,Australian Grand Prix,TSU,Racing Bulls,6,5.0,5.0,12.0,0,-7,1,0,0,-6,,,,,,,,,False,0
1,Australian Grand Prix,RUS,Mercedes,7,4.0,4.0,3.0,15,1,0,0,0,16,,,,,,,,,False,23
1,Australian Grand Prix,LEC,Ferrari,4,7.0,7.0,8.0,4,-1,3,0,0,6,,,,,,,,,False,10
1,Australian Grand Prix,PIA,McLaren,9,2.0,2.0,9.0,2,-7,5,0,0,0,,,,,,,,,False,9
1,Australian Grand Prix,ALO,Aston Martin,0,12.0,12.0,17.0,0,0,0,0,-10,-10,,,,,,,,,True,-10
1,Australian Grand Prix,OCO,Haas F1 Team,0,19.0,19.0,13.0,0,6,0,0,0,6,,,,,,,,,False,6
1,Australian Grand Prix,ANT,Mercedes,0,16.0,16.0,4.0,12,12,4,0,0,28,,,,,,,,,False,28
1,Australian Grand Prix,HUL,Kick Sauber,0,17.0,17.0,7.0,6,10,1,0,0,17,,,,,,,,,False,17
1,Australian Grand Prix,BEA,Haas F1 Team,0,20.0,20.0,14.0,0,6,0,0,0,6,,,,,,,,,False,6
1,Australian Grand Prix,VER,Red Bull Racing,8,3.0,3.0,2.0,18,1,0,0,0,19,,,,,,,,,False,27
1,Australian Grand Prix,LAW,Red Bull Racing,0,18.0,18.0,15.0,0,0,1,0,-10,-9,,,,,,,,,True,-9
1,Australian Grand Prix,DOO,Alpine,0,14.0,14.0,19.0,0,0,0,0,-10,-10,,,,,,,,,True,-10
1,Australian Grand Prix,SAI,Williams,1,10.0,10.0,18.0,0,0,0,0,-10,-10,,,,,,,,,True,-9
1,Australian Grand Prix,HAM,Ferrari,3,8.0,8.0,10.0,1,-2,3,0,0,2,,,,,,,,,False,5
1,Australian Grand Prix,HAD,Racing Bulls,0,11.0,11.0,20.0,0,0,0,0,-10,-10,,,,,,,,,True,-10
1,Australian Grand Prix,ALB,Williams,5,6.0,6.0,5.0,10,1,0,0,0,11,,,,,,,,,False,16
1,Australian Grand Prix,NOR,McLaren,10,1.0,1.0,1.0,25,0,0,0,0,25,,,,,,,,,False,35
1,Australian Grand Prix,STR,Aston Martin,0,13.0,13.0,6.0,8,7,0,0,0,15,,,,,,,,,False,15
2,Chinese Grand Prix,BOR,Kick Sauber,0,19.0,19.0,14.0,0,5,1,0,0,6,14.0,18.0,0.0,-4.0,0.0,0.0,0.0,-4.0,False,2
2,Chinese Grand Prix,GAS,Alpine,0,16.0,16.0,20.0,0,0,1,0,-10,-9,17.0,12.0,0.0,5.0,3.0,0.0,0.0,8.0,True,-1
2,Chinese Grand Prix,TSU,Racing Bulls,2,9.0,9.0,16.0,0,-7,2,0,0,-5,8.0,6.0,3.0,2.0,0.0,0.0,0.0,5.0,False,2
2,Chinese Grand Prix,RUS,Mercedes,9,2.0,2.0,3.0,15,-1,0,0,0,14,5.0,4.0,5.0,1.0,0.0,0.0,0.0,6.0,False,29
2,Chinese Grand Prix,LEC,Ferrari,5,6.0,6.0,18.0,0,0,2,0,-10,-8,4.0,5.0,4.0,-1.0,0.0,0.0,0.0,3.0,True,0
2,Chinese Grand Prix,PIA,McLaren,10,1.0,1.0,1.0,25,0,1,0,0,26,3.0,2.0,7.0,1.0,1.0,0.0,0.0,9.0,False,45
2,Chinese Grand Prix,ALO,Aston Martin,0,13.0,13.0,17.0,0,0,0,0,-10,-10,11.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,True,-9
2,Chinese Grand Prix,OCO,Haas F1 Team,0,11.0,11.0,5.0,10,6,1,0,0,17,18.0,16.0,0.0,2.0,1.0,0.0,0.0,3.0,False,20
2,Chinese Grand Prix,ANT,Mercedes,3,8.0,8.0,6.0,8,2,1,0,0,11,7.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,False,16
2,Chinese Grand Prix,HUL,Kick Sauber,0,12.0,12.0,15.0,0,-3,0,0,0,-3,20.0,19.0,0.0,1.0,2.0,0.0,0.0,3.0,False,0
2,Chinese Grand Prix,BEA,Haas F1 Team,0,17.0,17.0,8.0,4,9,3,0,0,16,12.0,15.0,0.0,-3.0,0.0,0.0,0.0,-3.0,False,13
2,Chinese Grand Prix,VER,Red Bull Racing,7,4.0,4.0,4.0,12,0,4,0,0,16,2.0,3.0,6.0,-1.0,0.0,0.0,0.0,5.0,False,28
2,Chinese Grand Prix,LAW,Red Bull Racing,0,20.0,20.0,12.0,0,8,0,0,0,8,19.0,14.0,0.0,5.0,4.0,0.0,0.0,9.0,False,17
2,Chinese Grand Prix,DOO,Alpine,0,18.0,18.0,13.0,0,5,1,0,0,6,16.0,20.0,0.0,-4.0,1.0,0.0,0.0,-3.0,False,3
2,Chinese Grand Prix,SAI,Williams,0,15.0,15.0,10.0,1,5,1,0,0,7,13.0,17.0,0.0,-4.0,3.0,0.0,0.0,-1.0,False,6
2,Chinese Grand Prix,HAM,Ferrari,6,5.0,5.0,19.0,0,0,2,0,-10,-8,1.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,True,6
2,Chinese Grand Prix,HAD,Racing Bulls,4,7.0,7.0,11.0,0,-4,1,0,0,-3,15.0,13.0,0.0,2.0,3.0,0.0,0.0,5.0,False,6
2,Chinese Grand Prix,ALB,Williams,1,10.0,10.0,7.0,6,3,0,0,0,9,9.0,11.0,0.0,-2.0,0.0,0.0,0.0,-2.0,False,8
2,Chinese Grand Prix,NOR,McLaren,8,3.0,3.0,2.0,18,1,2,0,0,21,6.0,8.0,1.0,-2.0,1.0,0.0,0.0,0.0,False,29
2,Chinese Grand Prix,STR,Aston Martin,0,14.0,14.0,9.0,2,5,2,0,0,9,10.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,False,10
3,Japanese Grand Prix,BOR,Kick Sauber,0,17.0,17.0,19.0,0,-2,0,0,0,-2,,,,,,,,,False,-2
3,Japanese Grand Prix,GAS,Alpine,0,11.0,11.0,13.0,0,-2,1,0,0,-1,,,,,,,,,False,-1
3,Japanese Grand Prix,TSU,Red Bull Racing,0,15.0,14.0,12.0,0,2,0,0,0,2,,,,,,,,,False,2
3,Japanese Grand Prix,RUS,Mercedes,6,5.0,5.0,5.0,10,0,1,0,0,11,,,,,,,,,False,17
3,Japanese Grand Prix,LEC,Ferrari,7,4.0,4.0,4.0,12,0,0,0,0,12,,,,,,,,,False,19
3,Japanese Grand Prix,PIA,McLaren,8,3.0,3.0,3.0,15,0,0,0,0,15,,,,,,,,,False,23
3,Japanese Grand Prix,ALO,Aston Martin,0,13.0,12.0,11.0,0,1,0,0,0,1,,,,,,,,,False,1
3,Japanese Grand Prix,OCO,Haas F1 Team,0,18.0,18.0,18.0,0,0,0,0,0,0,,,,,,,,,False,0
3,Japanese Grand Prix,ANT,Mercedes,5,6.0,6.0,6.0,8,0,0,0,0,8,,,,,,,,,False,13
3,Japanese Grand Prix,HUL,Kick Sauber,0,16.0,16.0,16.0,0,0,0,0,0,0,,,,,,,,,False,0
3,Japanese Grand Prix,BEA,Haas F1 Team,1,10.0,10.0,10.0,1,0,0,0,0,1,,,,,,,,,False,2
3,Japanese Grand Prix,VER,Red Bull Racing,10,1.0,1.0,1.0,25,0,0,0,0,25,,,,,,,,,False,35
3,Japanese Grand Prix,LAW,Racing Bulls,0,14.0,13.0,17.0,0,-4,0,0,0,-4,,,,,,,,,False,-4
3,Japanese Grand Prix,DOO,Alpine,0,19.0,19.0,15.0,0,4,0,0,0,4,,,,,,,,,False,4
3,Japanese Grand Prix,SAI,Williams,0,12.0,15.0,14.0,0,1,3,0,0,4,,,,,,,,,False,4
3,Japanese Grand Prix,HAM,Ferrari,3,8.0,8.0,7.0,6,1,1,0,0,8,,,,,,,,,False,11
3,Japanese Grand Prix,HAD,Racing Bulls,4,7.0,7.0,8.0,4,-1,2,0,0,5,,,,,,,,,False,9
3,Japanese Grand Prix,ALB,Williams,2,9.0,9.0,9.0,2,0,4,0,0,6,,,,,,,,,False,8
3,Japanese Grand Prix,NOR,McLaren,9,2.0,2.0,2.0,18,0,0,0,0,18,,,,,,,,,False,27
3,Japanese Grand Prix,STR,Aston Martin,0,20.0,20.0,20.0,0,0,0,0,0,0,,,,,,,,,False,0
4,Bahrain Grand Prix,BOR,Kick Sauber,0,18.0,18.0,18.0,0,0,0,0,0,0,,,,,,,,,False,0
4,Bahrain Grand Prix,GAS,Alpine,6,5.0,4.0,7.0,6,-3,0,0,0,3,,,,,,,,,False,9
4,Bahrain Grand Prix,TSU,Red Bull Racing,1,10.0,10.0,9.0,2,1,4,0,0,7,,,,,,,,,False,8
4,Bahrain Grand Prix,RUS,Mercedes,9,2.0,3.0,2.0,18,1,0,0,0,19,,,,,,,,,False,28
4,Bahrain Grand Prix,LEC,Ferrari,8,3.0,2.0,4.0,12,-2,1,0,0,11,,,,,,,,,False,19
4,Bahrain Grand Prix,PIA,McLaren,10,1.0,1.0,1.0,25,0,0,0,0,25,,,,,,,,,False,35
4,Bahrain Grand Prix,ALO,Aston Martin,0,13.0,13.0,15.0,0,-2,2,0,0,0,,,,,,,,,False,0
4,Bahrain Grand Prix,OCO,Haas F1 Team,0,14.0,14.0,8.0,4,6,1,0,0,11,,,,,,,,,False,11
4,Bahrain Grand Prix,ANT,Mercedes,7,4.0,5.0,11.0,0,-6,6,0,0,0,,,,,,,,,False,7
4,Bahrain Grand Prix,HUL,Kick Sauber,0,16.0,16.0,20.0,0,0,3,0,-10,-7,,,,,,,,,True,-7
4,Bahrain Grand Prix,BEA,Haas F1 Team,0,20.0,20.0,10.0,1,10,5,0,0,16,,,,,,,,,False,16
4,Bahrain Grand Prix,VER,Red Bull Racing,4,7.0,7.0,6.0,8,1,4,0,0,13,,,,,,,,,False,17
4,Bahrain Grand Prix,LAW,Racing Bulls,0,17.0,17.0,16.0,0,1,5,0,0,6,,,,,,,,,False,6
4,Bahrain Grand Prix,DOO,Alpine,0,11.0,11.0,14.0,0,-3,0,0,0,-3,,,,,,,,,False,-3
4,Bahrain Grand Prix,SAI,Williams,3,8.0,8.0,19.0,0,0,2,0,-10,-8,,,,,,,,,True,-5
4,Bahrain Grand Prix,HAM,Ferrari,2,9.0,9.0,5.0,10,4,6,0,0,20,,,,,,,,,False,22
4,Bahrain Grand Prix,HAD,Racing Bulls,0,12.0,12.0,13.0,0,-1,1,0,0,0,,,,,,,,,False,0
4,Bahrain Grand Prix,ALB,Williams,0,15.0,15.0,12.0,0,3,6,0,0,9,,,,,,,,,False,9
4,Bahrain Grand Prix,NOR,McLaren,5,6.0,6.0,3.0,15,3,3,0,0,21,,,,,,,,,False,26
4,Bahrain Grand Prix,STR,Aston Martin,0,19.0,19.0,17.0,0,2,0,0,0,2,,,,,,,,,False,2
5,Saudi Arabian Grand Prix,BOR,Kick Sauber,0,20.0,20.0,18.0,0,2,0,0,0,2,,,,,,,,,False,2
5,Saudi Arabian Grand Prix,GAS,Alpine,2,9.0,9.0,20.0,0,0,0,0,-10,-10,,,,,,,,,True,-8
5,Saudi Arabian Grand Prix,TSU,Red Bull Racing,3,8.0,8.0,19.0,0,0,0,0,-10,-10,,,,,,,,,True,-7
5,Saudi Arabian Grand Prix,RUS,Mercedes,8,3.0,3.0,5.0,10,-2,1,0,0,9,,,,,,,,,False,17
5,Saudi Arabian Grand Prix,LEC,Ferrari,7,4.0,4.0,3.0,15,1,1,0,0,17,,,,,,,,,False,24
5,Saudi Arabian Grand Prix,PIA,McLaren,9,2.0,2.0,1.0,25,1,1,0,0,27,,,,,,,,,False,36
5,Saudi Arabian Grand Prix,ALO,Aston Martin,0,13.0,13.0,11.0,0,2,3,0,0,5,,,,,,,,,False,5
5,Saudi Arabian Grand Prix,OCO,Haas F1 Team,0,19.0,19.0,14.0,0,5,1,0,0,6,,,,,,,,,False,6
5,Saudi Arabian Grand Prix,ANT,Mercedes,6,5.0,5.0,6.0,8,-1,1,0,0,8,,,,,,,,,False,14
5,Saudi Arabian Grand Prix,HUL,Kick Sauber,0,18.0,18.0,15.0,0,3,1,0,0,4,,,,,,,,,False,4
5,Saudi Arabian Grand Prix,BEA,Haas F1 Team,0,15.0,15.0,13.0,0,2,3,0,0,5,,,,,,,,,False,5
5,Saudi Arabian Grand Prix,VER,Red Bull Racing,10,1.0,1.0,2.0,18,-1,0,0,0,17,,,,,,,,,False,27
5,Saudi Arabian Grand Prix,LAW,Racing Bulls,0,12.0,12.0,12.0,0,0,5,0,0,5,,,,,,,,,False,5
5,Saudi Arabian Grand Prix,DOO,Alpine,0,17.0,17.0,17.0,0,0,1,0,0,1,,,,,,,,,False,1
5,Saudi Arabian Grand Prix,SAI,Williams,5,6.0,6.0,8.0,4,-2,4,0,0,6,,,,,,,,,False,11
5,Saudi Arabian Grand Prix,HAM,Ferrari,4,7.0,7.0,7.0,6,0,1,0,0,7,,,,,,,,,False,11
5,Saudi Arabian Grand Prix,HAD,Racing Bulls,0,14.0,14.0,10.0,1,4,1,0,0,6,,,,,,,,,False,6
5,Saudi Arabian Grand Prix,ALB,Williams,0,11.0,11.0,9.0,2,2,4,0,0,8,,,,,,,,,False,8
5,Saudi Arabian Grand Prix,NOR,McLaren,1,10.0,10.0,4.0,12,6,4,0,0,22,,,,,,,,,False,23
5,Saudi Arabian Grand Prix,STR,Aston Martin,0,16.0,16.0,16.0,0,0,1,0,0,1,,,,,,,,,False,1
6,Miami Grand Prix,BOR,Kick Sauber,0,13.0,13.0,18.0,0,0,0,0,-10,-10,18.0,15.0,0.0,3.0,0.0,0.0,0.0,3.0,True,-7
6,Miami Grand Prix,GAS,Alpine,0,18.0,20.0,13.0,0,7,2,0,0,9,13.0,8.0,1.0,5.0,1.0,0.0,0.0,7.0,False,16
6,Miami Grand Prix,TSU,Red Bull Racing,1,10.0,10.0,10.0,1,0,2,0,0,3,20.0,6.0,3.0,14.0,2.0,0.0,0.0,19.0,False,23
6,Miami Grand Prix,RUS,Mercedes,6,5.0,5.0,3.0,15,2,0,0,0,17,5.0,4.0,5.0,1.0,0.0,0.0,0.0,6.0,False,29
6,Miami Grand Prix,LEC,Ferrari,3,8.0,8.0,7.0,6,1,2,0,0,9,6.0,20.0,0.0,0.0,0.0,0.0,-5.0,-5.0,False,7
6,Miami Grand Prix,PIA,McLaren,7,4.0,4.0,1.0,25,3,2,0,0,30,2.0,2.0,7.0,0.0,1.0,0.0,0.0,8.0,False,45
6,Miami Grand Prix,ALO,Aston Martin,0,17.0,17.0,15.0,0,2,0,0,0,2,10.0,18.0,0.0,0.0,1.0,0.0,-5.0,-4.0,False,-2
6,Miami Grand Prix,OCO,Haas F1 Team,2,9.0,9.0,12.0,0,-3,0,0,0,-3,12.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,False,0
6,Miami Grand Prix,ANT,Mercedes,8,3.0,3.0,6.0,8,-3,0,0,0,5,1.0,7.0,2.0,-6.0,0.0,0.0,0.0,-4.0,False,9
6,Miami Grand Prix,HUL,Kick Sauber,0,16.0,16.0,14.0,0,2,0,0,0,2,11.0,9.0,0.0,2.0,0.0,0.0,0.0,2.0,False,4
6,Miami Grand Prix,BEA,Haas F1 Team,0,20.0,19.0,19.0,0,0,0,0,-10,-10,19.0,14.0,0.0,5.0,5.0,0.0,0.0,10.0,True,0
6,Miami Grand Prix,VER,Red Bull Racing,10,1.0,1.0,4.0,12,-3,0,0,0,9,4.0,17.0,0.0,-13.0,1.0,0.0,0.0,-12.0,False,7
6,Miami Grand Prix,LAW,Racing Bulls,0,15.0,15.0,17.0,0,0,0,0,-10,-10,14.0,13.0,0.0,1.0,4.0,0.0,0.0,5.0,True,-5
6,Miami Grand Prix,DOO,Alpine,0,14.0,14.0,20.0,0,0,0,0,-10,-10,17.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,True,-9
6,Miami Grand Prix,SAI,Williams,5,6.0,6.0,9.0,2,-3,1,0,0,0,15.0,19.0,0.0,0.0,3.0,0.0,-5.0,-2.0,False,3
6,Miami Grand Prix,HAM,Ferrari,0,12.0,12.0,8.0,4,4,4,0,0,12,7.0,3.0,6.0,4.0,0.0,0.0,0.0,10.0,False,22
6,Miami Grand Prix,HAD,Racing Bulls,0,11.0,11.0,11.0,0,0,0,0,0,0,9.0,10.0,0.0,-1.0,0.0,0.0,0.0,-1.0,False,-1
6,Miami Grand Prix,ALB,Williams,4,7.0,7.0,5.0,10,2,2,0,0,14,8.0,11.0,0.0,-3.0,0.0,0.0,0.0,-3.0,False,15
6,Miami Grand Prix,NOR,McLaren,9,2.0,2.0,2.0,18,0,4,0,0,22,3.0,1.0,8.0,2.0,1.0,0.0,0.0,11.0,False,42
6,Miami Grand Prix,STR,Aston Martin,0,19.0,18.0,16.0,0,2,1,0,0,3,16.0,5.0,4.0,11.0,4.0,0.0,0.0,19.0,False,22
7,Emilia Romagna Grand Prix,COL,Alpine,0,15.0,16.0,16.0,0,0,0,0,0,0,,,,,,,,,False,0
7,Emilia Romagna Grand Prix,BOR,Kick Sauber,0,14.0,14.0,18.0,0,-4,2,0,0,-2,,,,,,,,,False,-2
7,Emilia Romagna Grand Prix,GAS,Alpine,1,10.0,10.0,13.0,0,-3,2,0,0,-1,,,,,,,,,False,0
7,Emilia Romagna Grand Prix,TSU,Red Bull Racing,0,20.0,20.0,10.0,1,10,3,0,0,14,,,,,,,,,False,14
7,Emilia Romagna Grand Prix,RUS,Mercedes,8,3.0,3.0,7.0,6,-4,4,0,0,6,,,,,,,,,False,14
7,Emilia Romagna Grand Prix,LEC,Ferrari,0,11.0,11.0,6.0,8,5,8,0,0,21,,,,,,,,,False,21
7,Emilia Romagna Grand Prix,PIA,McLaren,10,1.0,1.0,3.0,15,-2,8,0,0,21,,,,,,,,,False,31
7,Emilia Romagna Grand Prix,ALO,Aston Martin,6,5.0,5.0,11.0,0,-6,3,0,0,-3,,,,,,,,,False,3
7,Emilia Romagna Grand Prix,OCO,Haas F1 Team,0,18.0,18.0,20.0,0,0,0,0,-10,-10,,,,,,,,,True,-10
7,Emilia Romagna Grand Prix,ANT,Mercedes,0,13.0,13.0,19.0,0,0,1,0,-10,-9,,,,,,,,,True,-9
7,Emilia Romagna Grand Prix,HUL,Kick Sauber,0,17.0,17.0,12.0,0,5,2,0,0,7,,,,,,,,,False,7
7,Emilia Romagna Grand Prix,BEA,Haas F1 Team,0,19.0,19.0,17.0,0,2,1,0,0,3,,,,,,,,,False,3
7,Emilia Romagna Grand Prix,VER,Red Bull Racing,9,2.0,2.0,1.0,25,1,0,0,0,26,,,,,,,,,False,35
7,Emilia Romagna Grand Prix,LAW,Racing Bulls,0,16.0,15.0,14.0,0,1,1,0,0,2,,,,,,,,,False,2
7,Emilia Romagna Grand Prix,SAI,Williams,5,6.0,6.0,8.0,4,-2,4,0,0,6,,,,,,,,,False,11
7,Emilia Romagna Grand Prix,HAM,Ferrari,0,12.0,12.0,4.0,12,8,6,0,0,26,,,,,,,,,False,26
7,Emilia Romagna Grand Prix,HAD,Racing Bulls,2,9.0,9.0,9.0,2,0,1,0,0,3,,,,,,,,,False,5
7,Emilia Romagna Grand Prix,ALB,Williams,4,7.0,7.0,5.0,10,2,1,0,0,13,,,,,,,,,False,17
7,Emilia Romagna Grand Prix,NOR,McLaren,7,4.0,4.0,2.0,18,2,1,0,0,21,,,,,,,,,False,28
7,Emilia Romagna Grand Prix,STR,Aston Martin,3,8.0,8.0,15.0,0,-7,0,0,0,-7,,,,,,,,,False,-4
8,Monaco Grand Prix,COL,Alpine,0,20.0,18.0,13.0,0,5,0,0,0,5,,,,,,,,,False,5
8,Monaco Grand Prix,BOR,Kick Sauber,0,16.0,16.0,14.0,0,2,0,0,0,2,,,,,,,,,False,2
8,Monaco Grand Prix,GAS,Alpine,0,18.0,17.0,20.0,0,0,0,0,-10,-10,,,,,,,,,True,-10
8,Monaco Grand Prix,TSU,Red Bull Racing,0,12.0,12.0,17.0,0,-5,0,0,0,-5,,,,,,,,,False,-5
8,Monaco Grand Prix,RUS,Mercedes,0,14.0,14.0,11.0,0,3,1,0,0,4,,,,,,,,,False,4
8,Monaco Grand Prix,LEC,Ferrari,9,2.0,2.0,2.0,18,0,0,0,0,18,,,,,,,,,False,27
8,Monaco Grand Prix,PIA,McLaren,8,3.0,3.0,3.0,15,0,0,0,0,15,,,,,,,,,False,23
8,Monaco Grand Prix,ALO,Aston Martin,4,7.0,6.0,19.0,0,0,0,0,-10,-10,,,,,,,,,True,-6
8,Monaco Grand Prix,OCO,Haas F1 Team,3,8.0,8.0,7.0,6,1,0,0,0,7,,,,,,,,,False,10
8,Monaco Grand Prix,ANT,Mercedes,0,15.0,15.0,18.0,0,-3,0,0,0,-3,,,,,,,,,False,-3
8,Monaco Grand Prix,HUL,Kick Sauber,0,13.0,13.0,16.0,0,-3,0,0,0,-3,,,,,,,,,False,-3
8,Monaco Grand Prix,BEA,Haas F1 Team,0,17.0,20.0,12.0,0,8,0,0,0,8,,,,,,,,,False,8
8,Monaco Grand Prix,VER,Red Bull Racing,6,5.0,4.0,4.0,12,0,0,0,0,12,,,,,,,,,False,18
8,Monaco Grand Prix,LAW,Racing Bulls,2,9.0,9.0,8.0,4,1,0,0,0,5,,,,,,,,,False,7
8,Monaco Grand Prix,SAI,Williams,0,11.0,11.0,10.0,1,1,0,0,0,2,,,,,,,,,False,2
8,Monaco Grand Prix,HAM,Ferrari,7,4.0,7.0,5.0,10,2,0,0,0,12,,,,,,,,,False,19
8,Monaco Grand Prix,HAD,Racing Bulls,5,6.0,5.0,6.0,8,-1,0,0,0,7,,,,,,,,,False,12
8,Monaco Grand Prix,ALB,Williams,1,10.0,10.0,9.0,2,1,1,0,0,4,,,,,,,,,False,5
8,Monaco Grand Prix,NOR,McLaren,10,1.0,1.0,1.0,25,0,0,0,0,25,,,,,,,,,False,35
8,Monaco Grand Prix,STR,Aston Martin,0,19.0,19.0,15.0,0,4,1,0,0,5,,,,,,,,,False,5
9,Spanish Grand Prix,COL,Alpine,0,19.0,18.0,15.0,0,3,1,0,0,4,,,,,,,,,False,4
9,Spanish Grand Prix,BOR,Kick Sauber,0,12.0,12.0,12.0,0,0,3,0,0,3,,,,,,,,,False,3
9,Spanish Grand Prix,GAS,Alpine,3,8.0,8.0,8.0,4,0,1,0,0,5,,,,,,,,,False,8
9,Spanish Grand Prix,TSU,Red Bull Racing,0,20.0,19.0,13.0,0,6,4,0,0,10,,,,,,,,,False,10
9,Spanish Grand Prix,RUS,Mercedes,7,4.0,4.0,4.0,12,0,2,0,0,14,,,,,,,,,False,21
9,Spanish Grand Prix,LEC,Ferrari,4,7.0,7.0,3.0,15,4,2,0,0,21,,,,,,,,,False,25
9,Spanish Grand Prix,PIA,McLaren,10,1.0,1.0,1.0,25,0,0,0,0,25,,,,,,,,,False,35
9,Spanish Grand Prix,ALO,Aston Martin,1,10.0,10.0,9.0,2,1,7,0,0,10,,,,,,,,,False,11
9,Spanish Grand Prix,OCO,Haas F1 Team,0,17.0,16.0,16.0,0,0,1,0,0,1,,,,,,,,,False,1
9,Spanish Grand Prix,ANT,Mercedes,5,6.0,6.0,18.0,0,0,1,0,-10,-9,,,,,,,,,True,-4
9,Spanish Grand Prix,HUL,Kick Sauber,0,16.0,15.0,5.0,10,10,3,0,0,23,,,,,,,,,False,23
9,Spanish Grand Prix,BEA,Haas F1 Team,0,15.0,14.0,17.0,0,-3,1,0,0,-2,,,,,,,,,False,-2
9,Spanish Grand Prix,VER,Red Bull Racing,8,3.0,3.0,10.0,1,-7,3,0,0,-3,,,,,,,,,False,5
9,Spanish Grand Prix,LAW,Racing Bulls,0,13.0,13.0,11.0,0,2,4,0,0,6,,,,,,,,,False,6
9,Spanish Grand Prix,SAI,Williams,0,18.0,17.0,14.0,0,3,2,0,0,5,,,,,,,,,False,5
9,Spanish Grand Prix,HAM,Ferrari,6,5.0,5.0,6.0,8,-1,0,0,0,7,,,,,,,,,False,13
9,Spanish Grand Prix,HAD,Racing Bulls,2,9.0,9.0,7.0,6,2,2,0,0,10,,,,,,,,,False,12
9,Spanish Grand Prix,ALB,Williams,0,11.0,11.0,19.0,0,0,0,0,-10,-10,,,,,,,,,True,-10
9,Spanish Grand Prix,NOR,McLaren,9,2.0,2.0,2.0,18,0,0,0,0,18,,,,,,,,,False,27
9,Spanish Grand Prix,STR,Unknown,0,14.0,,,0,0,0,0,0,0,,,,,,,,,False,0
10,Canadian Grand Prix,COL,Alpine,0,12.0,10.0,13.0,0,-3,2,0,0,-1,,,,,,,,,False,-1
10,Canadian Grand Prix,BOR,Kick Sauber,0,16.0,15.0,14.0,0,1,2,0,0,3,,,,,,,,,False,3
10,Canadian Grand Prix,GAS,Alpine,0,20.0,20.0,15.0,0,5,2,0,0,7,,,,,,,,,False,7
10,Canadian Grand Prix,TSU,Red Bull Racing,0,11.0,18.0,12.0,0,6,4,0,0,10,,,,,,,,,False,10
10,Canadian Grand Prix,RUS,Mercedes,10,1.0,1.0,1.0,25,0,1,0,0,26,,,,,,,,,False,36
10,Canadian Grand Prix,LEC,Ferrari,3,8.0,8.0,5.0,10,3,1,0,0,14,,,,,,,,,False,17
10,Canadian Grand Prix,PIA,McLaren,8,3.0,3.0,4.0,12,-1,0,0,0,11,,,,,,,,,False,19
10,Canadian Grand Prix,ALO,Aston Martin,5,6.0,6.0,7.0,6,-1,9,0,0,14,,,,,,,,,False,19
10,Canadian Grand Prix,OCO,Haas F1 Team,0,15.0,14.0,9.0,2,5,2,0,0,9,,,,,,,,,False,9
10,Canadian Grand Prix,ANT,Mercedes,7,4.0,4.0,3.0,15,1,1,0,0,17,,,,,,,,,False,24
10,Canadian Grand Prix,HUL,Kick Sauber,0,13.0,11.0,8.0,4,3,5,0,0,12,,,,,,,,,False,12
10,Canadian Grand Prix,BEA,Haas F1 Team,0,14.0,13.0,11.0,0,2,3,0,0,5,,,,,,,,,False,5
10,Canadian Grand Prix,VER,Red Bull Racing,9,2.0,2.0,2.0,18,0,1,0,0,19,,,,,,,,,False,28
10,Canadian Grand Prix,LAW,Racing Bulls,0,19.0,19.0,19.0,0,0,0,0,-10,-10,,,,,,,,,True,-10
10,Canadian Grand Prix,SAI,Williams,0,17.0,16.0,10.0,1,6,3,0,0,10,,,,,,,,,False,10
10,Canadian Grand Prix,HAM,Ferrari,6,5.0,5.0,6.0,8,-1,2,0,0,9,,,,,,,,,False,15
10,Canadian Grand Prix,HAD,Racing Bulls,2,9.0,12.0,16.0,0,-4,1,0,0,-3,,,,,,,,,False,-1
10,Canadian Grand Prix,ALB,Williams,1,10.0,9.0,20.0,0,0,2,0,-10,-8,,,,,,,,,True,-7
10,Canadian Grand Prix,NOR,McLaren,4,7.0,7.0,18.0,0,0,1,0,-10,-9,,,,,,,,,True,-5
10,Canadian Grand Prix,STR,Aston Martin,0,18.0,17.0,17.0,0,0,1,0,0,1,,,,,,,,,False,1
11,Austrian Grand Prix,COL,Alpine,0,14.0,14.0,15.0,0,-1,1,0,0,0,,,,,,,,,False,0
11,Austrian Grand Prix,BOR,Kick Sauber,3,8.0,8.0,8.0,4,0,3,0,0,7,,,,,,,,,False,10
11,Austrian Grand Prix,GAS,Alpine,1,10.0,10.0,13.0,0,-3,1,0,0,-2,,,,,,,,,False,-1
11,Austrian Grand Prix,TSU,Red Bull Racing,0,18.0,18.0,16.0,0,2,1,0,0,3,,,,,,,,,False,3
